"Year","Month","Variable","Treatment","Value","Model"
2010,"Apr","mrh","Irrigated",0.047,"LPJGUESS"
2010,"Apr","mrunoff","Irrigated",78.793,"LPJGUESS"
2010,"Apr","mwcont_lower","Irrigated",0.991,"LPJGUESS"
2010,"Apr","mwcont_upper","Irrigated",0.911,"LPJGUESS"
2010,"Aug","maet","Irrigated",96.728,"LPJGUESS"
2010,"Aug","mevap","Irrigated",0.105,"LPJGUESS"
2010,"Aug","mgpp","Irrigated",0.158,"LPJGUESS"
2010,"Aug","mlai","Irrigated",4.63,"LPJGUESS"
2010,"Aug","mnee","Irrigated",-0.039,"LPJGUESS"
2010,"Aug","mnpp","Irrigated",0.099,"LPJGUESS"
2010,"Aug","mra","Irrigated",0.059,"LPJGUESS"
2010,"Aug","mrh","Irrigated",0.06,"LPJGUESS"
2010,"Aug","mrunoff","Irrigated",5.094,"LPJGUESS"
2010,"Aug","mwcont_lower","Irrigated",0.963,"LPJGUESS"
2010,"Aug","mwcont_upper","Irrigated",0.422,"LPJGUESS"
2010,"Dec","maet","Irrigated",0,"LPJGUESS"
2010,"Dec","mevap","Irrigated",11.834,"LPJGUESS"
2010,"Dec","mgpp","Irrigated",0,"LPJGUESS"
2010,"Dec","mlai","Irrigated",0,"LPJGUESS"
2010,"Dec","mnee","Irrigated",0.012,"LPJGUESS"
2010,"Dec","mnpp","Irrigated",0,"LPJGUESS"
2010,"Dec","mra","Irrigated",0,"LPJGUESS"
2010,"Dec","mrh","Irrigated",0.012,"LPJGUESS"
2010,"Dec","mrunoff","Irrigated",1.749,"LPJGUESS"
2010,"Dec","mwcont_lower","Irrigated",0.968,"LPJGUESS"
2010,"Dec","mwcont_upper","Irrigated",0.908,"LPJGUESS"
2010,"Feb","maet","Irrigated",0,"LPJGUESS"
2010,"Feb","mevap","Irrigated",0,"LPJGUESS"
2010,"Feb","mgpp","Irrigated",0,"LPJGUESS"
2010,"Feb","mlai","Irrigated",0,"LPJGUESS"
2010,"Feb","mnee","Irrigated",0.009,"LPJGUESS"
2010,"Feb","mnpp","Irrigated",0,"LPJGUESS"
2010,"Feb","mra","Irrigated",0,"LPJGUESS"
2010,"Feb","mrh","Irrigated",0.009,"LPJGUESS"
2010,"Feb","mrunoff","Irrigated",20.472,"LPJGUESS"
2010,"Feb","mwcont_lower","Irrigated",0.992,"LPJGUESS"
2010,"Feb","mwcont_upper","Irrigated",0.921,"LPJGUESS"
2010,"Jan","maet","Irrigated",0,"LPJGUESS"
2010,"Jan","mevap","Irrigated",0,"LPJGUESS"
2010,"Jan","mgpp","Irrigated",0,"LPJGUESS"
2010,"Jan","mlai","Irrigated",0,"LPJGUESS"
2010,"Jan","mnee","Irrigated",0.009,"LPJGUESS"
2010,"Jan","mnpp","Irrigated",0,"LPJGUESS"
2010,"Jan","mra","Irrigated",0,"LPJGUESS"
2010,"Jan","mrh","Irrigated",0.009,"LPJGUESS"
2010,"Jan","mrunoff","Irrigated",0,"LPJGUESS"
2010,"Jan","mwcont_lower","Irrigated",0.992,"LPJGUESS"
2010,"Jan","mwcont_upper","Irrigated",0.917,"LPJGUESS"
2010,"Jul","maet","Irrigated",108.384,"LPJGUESS"
2010,"Jul","mevap","Irrigated",0.197,"LPJGUESS"
2010,"Jul","mgpp","Irrigated",0.181,"LPJGUESS"
2010,"Jul","mlai","Irrigated",4.63,"LPJGUESS"
2010,"Jul","mnee","Irrigated",-0.037,"LPJGUESS"
2010,"Jul","mnpp","Irrigated",0.117,"LPJGUESS"
2010,"Jul","mra","Irrigated",0.064,"LPJGUESS"
2010,"Jul","mrh","Irrigated",0.081,"LPJGUESS"
2010,"Jul","mrunoff","Irrigated",71.966,"LPJGUESS"
2010,"Jul","mwcont_lower","Irrigated",0.978,"LPJGUESS"
2010,"Jul","mwcont_upper","Irrigated",0.656,"LPJGUESS"
2010,"Jun","maet","Irrigated",101.187,"LPJGUESS"
2010,"Jun","mevap","Irrigated",0.283,"LPJGUESS"
2010,"Jun","mgpp","Irrigated",0.182,"LPJGUESS"
2010,"Jun","mlai","Irrigated",4.63,"LPJGUESS"
2010,"Jun","mnee","Irrigated",-0.042,"LPJGUESS"
2010,"Jun","mnpp","Irrigated",0.121,"LPJGUESS"
2010,"Jun","mra","Irrigated",0.06,"LPJGUESS"
2010,"Jun","mrh","Irrigated",0.08,"LPJGUESS"
2010,"Jun","mrunoff","Irrigated",131.887,"LPJGUESS"
2010,"Jun","mwcont_lower","Irrigated",0.989,"LPJGUESS"
2010,"Jun","mwcont_upper","Irrigated",0.838,"LPJGUESS"
2010,"Mar","maet","Irrigated",2.958,"LPJGUESS"
2010,"Mar","mevap","Irrigated",25.316,"LPJGUESS"
2010,"Mar","mgpp","Irrigated",0.004,"LPJGUESS"
2010,"Mar","mlai","Irrigated",0.867,"LPJGUESS"
2010,"Mar","mnee","Irrigated",0.021,"LPJGUESS"
2010,"Mar","mnpp","Irrigated",0.002,"LPJGUESS"
2010,"Mar","mra","Irrigated",0.002,"LPJGUESS"
2010,"Mar","mrh","Irrigated",0.023,"LPJGUESS"
2010,"Mar","mrunoff","Irrigated",48.382,"LPJGUESS"
2010,"Mar","mwcont_lower","Irrigated",0.992,"LPJGUESS"
2010,"Mar","mwcont_upper","Irrigated",0.894,"LPJGUESS"
2010,"May","maet","Irrigated",80.327,"LPJGUESS"
2010,"May","mevap","Irrigated",0.202,"LPJGUESS"
2010,"May","mgpp","Irrigated",0.149,"LPJGUESS"
2010,"May","mlai","Irrigated",4.63,"LPJGUESS"
2010,"May","mnee","Irrigated",-0.044,"LPJGUESS"
2010,"May","mnpp","Irrigated",0.101,"LPJGUESS"
2010,"May","mra","Irrigated",0.048,"LPJGUESS"
2010,"May","mrh","Irrigated",0.056,"LPJGUESS"
2010,"May","mrunoff","Irrigated",10.996,"LPJGUESS"
2010,"May","mwcont_lower","Irrigated",0.989,"LPJGUESS"
2010,"May","mwcont_upper","Irrigated",0.804,"LPJGUESS"
2010,"Nov","maet","Irrigated",0,"LPJGUESS"
2010,"Nov","mevap","Irrigated",13.811,"LPJGUESS"
2010,"Nov","mgpp","Irrigated",0,"LPJGUESS"
2010,"Nov","mlai","Irrigated",0,"LPJGUESS"
2010,"Nov","mnee","Irrigated",0.022,"LPJGUESS"
2010,"Nov","mnpp","Irrigated",0,"LPJGUESS"
2010,"Nov","mra","Irrigated",0,"LPJGUESS"
2010,"Nov","mrh","Irrigated",0.022,"LPJGUESS"
2010,"Nov","mrunoff","Irrigated",14.201,"LPJGUESS"
2010,"Nov","mwcont_lower","Irrigated",0.96,"LPJGUESS"
2010,"Nov","mwcont_upper","Irrigated",0.726,"LPJGUESS"
2010,"Oct","maet","Irrigated",22.081,"LPJGUESS"
2010,"Oct","mevap","Irrigated",7.662,"LPJGUESS"
2010,"Oct","mgpp","Irrigated",0.04,"LPJGUESS"
2010,"Oct","mlai","Irrigated",3.286,"LPJGUESS"
2010,"Oct","mnee","Irrigated",0.02,"LPJGUESS"
2010,"Oct","mnpp","Irrigated",0.022,"LPJGUESS"
2010,"Oct","mra","Irrigated",0.018,"LPJGUESS"
2010,"Oct","mrh","Irrigated",0.043,"LPJGUESS"
2010,"Oct","mrunoff","Irrigated",2.682,"LPJGUESS"
2010,"Oct","mwcont_lower","Irrigated",0.957,"LPJGUESS"
2010,"Oct","mwcont_upper","Irrigated",0.736,"LPJGUESS"
2010,"Sep","maet","Irrigated",50.315,"LPJGUESS"
2010,"Sep","mevap","Irrigated",0.141,"LPJGUESS"
2010,"Sep","mgpp","Irrigated",0.094,"LPJGUESS"
2010,"Sep","mlai","Irrigated",4.63,"LPJGUESS"
2010,"Sep","mnee","Irrigated",0.007,"LPJGUESS"
2010,"Sep","mnpp","Irrigated",0.056,"LPJGUESS"
2010,"Sep","mra","Irrigated",0.039,"LPJGUESS"
2010,"Sep","mrh","Irrigated",0.062,"LPJGUESS"
2010,"Sep","mrunoff","Irrigated",49.812,"LPJGUESS"
2010,"Sep","mwcont_lower","Irrigated",0.952,"LPJGUESS"
2010,"Sep","mwcont_upper","Irrigated",0.72,"LPJGUESS"
2011,"Apr","maet","Irrigated",36.634,"LPJGUESS"
2011,"Apr","mevap","Irrigated",0.928,"LPJGUESS"
2011,"Apr","mgpp","Irrigated",0.058,"LPJGUESS"
2011,"Apr","mlai","Irrigated",5.353,"LPJGUESS"
2011,"Apr","mnee","Irrigated",0.005,"LPJGUESS"
2011,"Apr","mnpp","Irrigated",0.036,"LPJGUESS"
2011,"Apr","mra","Irrigated",0.022,"LPJGUESS"
2011,"Apr","mrh","Irrigated",0.041,"LPJGUESS"
2011,"Apr","mrunoff","Irrigated",48.524,"LPJGUESS"
2011,"Apr","mwcont_lower","Irrigated",0.991,"LPJGUESS"
2011,"Apr","mwcont_upper","Irrigated",0.909,"LPJGUESS"
2011,"Aug","maet","Irrigated",96.313,"LPJGUESS"
2011,"Aug","mevap","Irrigated",0,"LPJGUESS"
2011,"Aug","mgpp","Irrigated",0.156,"LPJGUESS"
2011,"Aug","mlai","Irrigated",5.68,"LPJGUESS"
2011,"Aug","mnee","Irrigated",-0.015,"LPJGUESS"
2011,"Aug","mnpp","Irrigated",0.094,"LPJGUESS"
2011,"Aug","mra","Irrigated",0.061,"LPJGUESS"
2011,"Aug","mrh","Irrigated",0.079,"LPJGUESS"
2011,"Aug","mrunoff","Irrigated",25.607,"LPJGUESS"
2011,"Aug","mwcont_lower","Irrigated",0.969,"LPJGUESS"
2011,"Aug","mwcont_upper","Irrigated",0.625,"LPJGUESS"
2011,"Dec","maet","Irrigated",0,"LPJGUESS"
2011,"Dec","mevap","Irrigated",13.675,"LPJGUESS"
2011,"Dec","mgpp","Irrigated",0,"LPJGUESS"
2011,"Dec","mlai","Irrigated",0,"LPJGUESS"
2011,"Dec","mnee","Irrigated",0.015,"LPJGUESS"
2011,"Dec","mnpp","Irrigated",0,"LPJGUESS"
2011,"Dec","mra","Irrigated",0,"LPJGUESS"
2011,"Dec","mrh","Irrigated",0.015,"LPJGUESS"
2011,"Dec","mrunoff","Irrigated",77.067,"LPJGUESS"
2011,"Dec","mwcont_lower","Irrigated",0.992,"LPJGUESS"
2011,"Dec","mwcont_upper","Irrigated",0.94,"LPJGUESS"
2011,"Feb","maet","Irrigated",0,"LPJGUESS"
2011,"Feb","mevap","Irrigated",0,"LPJGUESS"
2011,"Feb","mgpp","Irrigated",0,"LPJGUESS"
2011,"Feb","mlai","Irrigated",0,"LPJGUESS"
2011,"Feb","mnee","Irrigated",0.009,"LPJGUESS"
2011,"Feb","mnpp","Irrigated",0,"LPJGUESS"
2011,"Feb","mra","Irrigated",0,"LPJGUESS"
2011,"Feb","mrh","Irrigated",0.009,"LPJGUESS"
2011,"Feb","mrunoff","Irrigated",13.299,"LPJGUESS"
2011,"Feb","mwcont_lower","Irrigated",0.969,"LPJGUESS"
2011,"Feb","mwcont_upper","Irrigated",0.787,"LPJGUESS"
2011,"Jan","maet","Irrigated",0,"LPJGUESS"
2011,"Jan","mevap","Irrigated",8.502,"LPJGUESS"
2011,"Jan","mgpp","Irrigated",0,"LPJGUESS"
2011,"Jan","mlai","Irrigated",0,"LPJGUESS"
2011,"Jan","mnee","Irrigated",0.009,"LPJGUESS"
2011,"Jan","mnpp","Irrigated",0,"LPJGUESS"
2011,"Jan","mra","Irrigated",0,"LPJGUESS"
2011,"Jan","mrh","Irrigated",0.009,"LPJGUESS"
2011,"Jan","mrunoff","Irrigated",0,"LPJGUESS"
2011,"Jan","mwcont_lower","Irrigated",0.968,"LPJGUESS"
2011,"Jan","mwcont_upper","Irrigated",0.818,"LPJGUESS"
2011,"Jul","maet","Irrigated",123.891,"LPJGUESS"
2011,"Jul","mevap","Irrigated",0,"LPJGUESS"
2011,"Jul","mgpp","Irrigated",0.199,"LPJGUESS"
2011,"Jul","mlai","Irrigated",5.68,"LPJGUESS"
2011,"Jul","mnee","Irrigated",-0.022,"LPJGUESS"
2011,"Jul","mnpp","Irrigated",0.126,"LPJGUESS"
2011,"Jul","mra","Irrigated",0.073,"LPJGUESS"
2011,"Jul","mrh","Irrigated",0.104,"LPJGUESS"
2011,"Jul","mrunoff","Irrigated",116.602,"LPJGUESS"
2011,"Jul","mwcont_lower","Irrigated",0.986,"LPJGUESS"
2011,"Jul","mwcont_upper","Irrigated",0.791,"LPJGUESS"
2011,"Jun","maet","Irrigated",116.966,"LPJGUESS"
2011,"Jun","mevap","Irrigated",0,"LPJGUESS"
2011,"Jun","mgpp","Irrigated",0.193,"LPJGUESS"
2011,"Jun","mlai","Irrigated",5.68,"LPJGUESS"
2011,"Jun","mnee","Irrigated",-0.051,"LPJGUESS"
2011,"Jun","mnpp","Irrigated",0.128,"LPJGUESS"
2011,"Jun","mra","Irrigated",0.065,"LPJGUESS"
2011,"Jun","mrh","Irrigated",0.077,"LPJGUESS"
2011,"Jun","mrunoff","Irrigated",40.86,"LPJGUESS"
2011,"Jun","mwcont_lower","Irrigated",0.987,"LPJGUESS"
2011,"Jun","mwcont_upper","Irrigated",0.762,"LPJGUESS"
2011,"Mar","maet","Irrigated",1.743,"LPJGUESS"
2011,"Mar","mevap","Irrigated",28.596,"LPJGUESS"
2011,"Mar","mgpp","Irrigated",0.002,"LPJGUESS"
2011,"Mar","mlai","Irrigated",0.737,"LPJGUESS"
2011,"Mar","mnee","Irrigated",0.022,"LPJGUESS"
2011,"Mar","mnpp","Irrigated",0,"LPJGUESS"
2011,"Mar","mra","Irrigated",0.001,"LPJGUESS"
2011,"Mar","mrh","Irrigated",0.023,"LPJGUESS"
2011,"Mar","mrunoff","Irrigated",31.371,"LPJGUESS"
2011,"Mar","mwcont_lower","Irrigated",0.991,"LPJGUESS"
2011,"Mar","mwcont_upper","Irrigated",0.904,"LPJGUESS"
2011,"May","maet","Irrigated",80.043,"LPJGUESS"
2011,"May","mevap","Irrigated",0,"LPJGUESS"
2011,"May","mgpp","Irrigated",0.147,"LPJGUESS"
2011,"May","mlai","Irrigated",5.68,"LPJGUESS"
2011,"May","mnee","Irrigated",-0.046,"LPJGUESS"
2011,"May","mnpp","Irrigated",0.099,"LPJGUESS"
2011,"May","mra","Irrigated",0.049,"LPJGUESS"
2011,"May","mrh","Irrigated",0.052,"LPJGUESS"
2011,"May","mrunoff","Irrigated",18.278,"LPJGUESS"
2011,"May","mwcont_lower","Irrigated",0.984,"LPJGUESS"
2011,"May","mwcont_upper","Irrigated",0.708,"LPJGUESS"
2011,"Nov","maet","Irrigated",0,"LPJGUESS"
2011,"Nov","mevap","Irrigated",21.17,"LPJGUESS"
2011,"Nov","mgpp","Irrigated",0,"LPJGUESS"
2011,"Nov","mlai","Irrigated",0,"LPJGUESS"
2011,"Nov","mnee","Irrigated",0.026,"LPJGUESS"
2011,"Nov","mnpp","Irrigated",0,"LPJGUESS"
2011,"Nov","mra","Irrigated",0,"LPJGUESS"
2011,"Nov","mrh","Irrigated",0.026,"LPJGUESS"
2011,"Nov","mrunoff","Irrigated",73.837,"LPJGUESS"
2011,"Nov","mwcont_lower","Irrigated",0.988,"LPJGUESS"
2011,"Nov","mwcont_upper","Irrigated",0.919,"LPJGUESS"
2011,"Oct","maet","Irrigated",21.226,"LPJGUESS"
2011,"Oct","mevap","Irrigated",5.412,"LPJGUESS"
2011,"Oct","mgpp","Irrigated",0.038,"LPJGUESS"
2011,"Oct","mlai","Irrigated",4.58,"LPJGUESS"
2011,"Oct","mnee","Irrigated",0.018,"LPJGUESS"
2011,"Oct","mnpp","Irrigated",0.019,"LPJGUESS"
2011,"Oct","mra","Irrigated",0.019,"LPJGUESS"
2011,"Oct","mrh","Irrigated",0.037,"LPJGUESS"
2011,"Oct","mrunoff","Irrigated",11.672,"LPJGUESS"
2011,"Oct","mwcont_lower","Irrigated",0.967,"LPJGUESS"
2011,"Oct","mwcont_upper","Irrigated",0.682,"LPJGUESS"
2011,"Sep","maet","Irrigated",54.884,"LPJGUESS"
2011,"Sep","mevap","Irrigated",0,"LPJGUESS"
2011,"Sep","mgpp","Irrigated",0.098,"LPJGUESS"
2011,"Sep","mlai","Irrigated",5.68,"LPJGUESS"
2011,"Sep","mnee","Irrigated",0.002,"LPJGUESS"
2011,"Sep","mnpp","Irrigated",0.058,"LPJGUESS"
2011,"Sep","mra","Irrigated",0.04,"LPJGUESS"
2011,"Sep","mrh","Irrigated",0.06,"LPJGUESS"
2011,"Sep","mrunoff","Irrigated",33.168,"LPJGUESS"
2011,"Sep","mwcont_lower","Irrigated",0.971,"LPJGUESS"
2011,"Sep","mwcont_upper","Irrigated",0.807,"LPJGUESS"
2012,"Apr","maet","Irrigated",53.399,"LPJGUESS"
2012,"Apr","mevap","Irrigated",2.651,"LPJGUESS"
2012,"Apr","mgpp","Irrigated",0.115,"LPJGUESS"
2012,"Apr","mlai","Irrigated",5.21,"LPJGUESS"
2012,"Apr","mnee","Irrigated",-0.023,"LPJGUESS"
2012,"Apr","mnpp","Irrigated",0.076,"LPJGUESS"
2012,"Apr","mra","Irrigated",0.038,"LPJGUESS"
2012,"Apr","mrh","Irrigated",0.053,"LPJGUESS"
2012,"Apr","mrunoff","Irrigated",33.882,"LPJGUESS"
2012,"Apr","mwcont_lower","Irrigated",0.989,"LPJGUESS"
2012,"Apr","mwcont_upper","Irrigated",0.857,"LPJGUESS"
2012,"Aug","maet","Irrigated",75.924,"LPJGUESS"
2012,"Aug","mevap","Irrigated",2.744,"LPJGUESS"
2012,"Aug","mgpp","Irrigated",0.156,"LPJGUESS"
2012,"Aug","mlai","Irrigated",5.21,"LPJGUESS"
2012,"Aug","mnee","Irrigated",-0.015,"LPJGUESS"
2012,"Aug","mnpp","Irrigated",0.097,"LPJGUESS"
2012,"Aug","mra","Irrigated",0.059,"LPJGUESS"
2012,"Aug","mrh","Irrigated",0.082,"LPJGUESS"
2012,"Aug","mrunoff","Irrigated",75.836,"LPJGUESS"
2012,"Aug","mwcont_lower","Irrigated",0.89,"LPJGUESS"
2012,"Aug","mwcont_upper","Irrigated",0.705,"LPJGUESS"
2012,"Dec","maet","Irrigated",0,"LPJGUESS"
2012,"Dec","mevap","Irrigated",6.479,"LPJGUESS"
2012,"Dec","mgpp","Irrigated",0,"LPJGUESS"
2012,"Dec","mlai","Irrigated",0,"LPJGUESS"
2012,"Dec","mnee","Irrigated",0.012,"LPJGUESS"
2012,"Dec","mnpp","Irrigated",0,"LPJGUESS"
2012,"Dec","mra","Irrigated",0,"LPJGUESS"
2012,"Dec","mrh","Irrigated",0.012,"LPJGUESS"
2012,"Dec","mrunoff","Irrigated",2.805,"LPJGUESS"
2012,"Dec","mwcont_lower","Irrigated",0.866,"LPJGUESS"
2012,"Dec","mwcont_upper","Irrigated",0.619,"LPJGUESS"
2012,"Feb","maet","Irrigated",0.117,"LPJGUESS"
2012,"Feb","mevap","Irrigated",20.903,"LPJGUESS"
2012,"Feb","mgpp","Irrigated",0,"LPJGUESS"
2012,"Feb","mlai","Irrigated",0.088,"LPJGUESS"
2012,"Feb","mnee","Irrigated",0.018,"LPJGUESS"
2012,"Feb","mnpp","Irrigated",0,"LPJGUESS"
2012,"Feb","mra","Irrigated",0,"LPJGUESS"
2012,"Feb","mrh","Irrigated",0.018,"LPJGUESS"
2012,"Feb","mrunoff","Irrigated",18.074,"LPJGUESS"
2012,"Feb","mwcont_lower","Irrigated",0.992,"LPJGUESS"
2012,"Feb","mwcont_upper","Irrigated",0.88,"LPJGUESS"
2012,"Jan","maet","Irrigated",0,"LPJGUESS"
2012,"Jan","mevap","Irrigated",14.97,"LPJGUESS"
2012,"Jan","mgpp","Irrigated",0,"LPJGUESS"
2012,"Jan","mlai","Irrigated",0,"LPJGUESS"
2012,"Jan","mnee","Irrigated",0.016,"LPJGUESS"
2012,"Jan","mnpp","Irrigated",0,"LPJGUESS"
2012,"Jan","mra","Irrigated",0,"LPJGUESS"
2012,"Jan","mrh","Irrigated",0.016,"LPJGUESS"
2012,"Jan","mrunoff","Irrigated",0.6,"LPJGUESS"
2012,"Jan","mwcont_lower","Irrigated",0.992,"LPJGUESS"
2012,"Jan","mwcont_upper","Irrigated",0.865,"LPJGUESS"
2012,"Jul","maet","Irrigated",113.801,"LPJGUESS"
2012,"Jul","mevap","Irrigated",3.638,"LPJGUESS"
2012,"Jul","mgpp","Irrigated",0.209,"LPJGUESS"
2012,"Jul","mlai","Irrigated",5.21,"LPJGUESS"
2012,"Jul","mnee","Irrigated",-0.041,"LPJGUESS"
2012,"Jul","mnpp","Irrigated",0.134,"LPJGUESS"
2012,"Jul","mra","Irrigated",0.075,"LPJGUESS"
2012,"Jul","mrh","Irrigated",0.093,"LPJGUESS"
2012,"Jul","mrunoff","Irrigated",20.722,"LPJGUESS"
2012,"Jul","mwcont_lower","Irrigated",0.893,"LPJGUESS"
2012,"Jul","mwcont_upper","Irrigated",0.644,"LPJGUESS"
2012,"Jun","maet","Irrigated",110.488,"LPJGUESS"
2012,"Jun","mevap","Irrigated",2.391,"LPJGUESS"
2012,"Jun","mgpp","Irrigated",0.221,"LPJGUESS"
2012,"Jun","mlai","Irrigated",5.21,"LPJGUESS"
2012,"Jun","mnee","Irrigated",-0.084,"LPJGUESS"
2012,"Jun","mnpp","Irrigated",0.148,"LPJGUESS"
2012,"Jun","mra","Irrigated",0.073,"LPJGUESS"
2012,"Jun","mrh","Irrigated",0.064,"LPJGUESS"
2012,"Jun","mrunoff","Irrigated",13.016,"LPJGUESS"
2012,"Jun","mwcont_lower","Irrigated",0.91,"LPJGUESS"
2012,"Jun","mwcont_upper","Irrigated",0.471,"LPJGUESS"
2012,"Mar","maet","Irrigated",22.143,"LPJGUESS"
2012,"Mar","mevap","Irrigated",8.008,"LPJGUESS"
2012,"Mar","mgpp","Irrigated",0.049,"LPJGUESS"
2012,"Mar","mlai","Irrigated",4.123,"LPJGUESS"
2012,"Mar","mnee","Irrigated",0.01,"LPJGUESS"
2012,"Mar","mnpp","Irrigated",0.03,"LPJGUESS"
2012,"Mar","mra","Irrigated",0.018,"LPJGUESS"
2012,"Mar","mrh","Irrigated",0.04,"LPJGUESS"
2012,"Mar","mrunoff","Irrigated",24.483,"LPJGUESS"
2012,"Mar","mwcont_lower","Irrigated",0.991,"LPJGUESS"
2012,"Mar","mwcont_upper","Irrigated",0.827,"LPJGUESS"
2012,"May","maet","Irrigated",96.785,"LPJGUESS"
2012,"May","mevap","Irrigated",1.433,"LPJGUESS"
2012,"May","mgpp","Irrigated",0.196,"LPJGUESS"
2012,"May","mlai","Irrigated",5.21,"LPJGUESS"
2012,"May","mnee","Irrigated",-0.086,"LPJGUESS"
2012,"May","mnpp","Irrigated",0.133,"LPJGUESS"
2012,"May","mra","Irrigated",0.063,"LPJGUESS"
2012,"May","mrh","Irrigated",0.047,"LPJGUESS"
2012,"May","mrunoff","Irrigated",13.905,"LPJGUESS"
2012,"May","mwcont_lower","Irrigated",0.962,"LPJGUESS"
2012,"May","mwcont_upper","Irrigated",0.452,"LPJGUESS"
2012,"Nov","maet","Irrigated",0,"LPJGUESS"
2012,"Nov","mevap","Irrigated",9.886,"LPJGUESS"
2012,"Nov","mgpp","Irrigated",0,"LPJGUESS"
2012,"Nov","mlai","Irrigated",0,"LPJGUESS"
2012,"Nov","mnee","Irrigated",0.021,"LPJGUESS"
2012,"Nov","mnpp","Irrigated",0,"LPJGUESS"
2012,"Nov","mra","Irrigated",0,"LPJGUESS"
2012,"Nov","mrh","Irrigated",0.021,"LPJGUESS"
2012,"Nov","mrunoff","Irrigated",2.551,"LPJGUESS"
2012,"Nov","mwcont_lower","Irrigated",0.865,"LPJGUESS"
2012,"Nov","mwcont_upper","Irrigated",0.599,"LPJGUESS"
2012,"Oct","maet","Irrigated",2.028,"LPJGUESS"
2012,"Oct","mevap","Irrigated",13.931,"LPJGUESS"
2012,"Oct","mgpp","Irrigated",0.004,"LPJGUESS"
2012,"Oct","mlai","Irrigated",0.336,"LPJGUESS"
2012,"Oct","mnee","Irrigated",0.029,"LPJGUESS"
2012,"Oct","mnpp","Irrigated",0.003,"LPJGUESS"
2012,"Oct","mra","Irrigated",0.002,"LPJGUESS"
2012,"Oct","mrh","Irrigated",0.032,"LPJGUESS"
2012,"Oct","mrunoff","Irrigated",7.268,"LPJGUESS"
2012,"Oct","mwcont_lower","Irrigated",0.865,"LPJGUESS"
2012,"Oct","mwcont_upper","Irrigated",0.56,"LPJGUESS"
2012,"Sep","maet","Irrigated",45.003,"LPJGUESS"
2012,"Sep","mevap","Irrigated",0.75,"LPJGUESS"
2012,"Sep","mgpp","Irrigated",0.098,"LPJGUESS"
2012,"Sep","mlai","Irrigated",5.21,"LPJGUESS"
2012,"Sep","mnee","Irrigated",-0.018,"LPJGUESS"
2012,"Sep","mnpp","Irrigated",0.059,"LPJGUESS"
2012,"Sep","mra","Irrigated",0.039,"LPJGUESS"
2012,"Sep","mrh","Irrigated",0.041,"LPJGUESS"
2012,"Sep","mrunoff","Irrigated",8.045,"LPJGUESS"
2012,"Sep","mwcont_lower","Irrigated",0.879,"LPJGUESS"
2012,"Sep","mwcont_upper","Irrigated",0.426,"LPJGUESS"
